Date & Time,Content,User,Location
2022-05-07 15:34:08,b'@NFMS_nft Amazing',b'RasputinWins',b''
2022-05-07 15:34:08,b'@jf_nft Good morning \xf0\x9f\x99\x83',b'Tk0000999',b''
2022-05-07 15:34:07,b'Check out my NFT listing on OpenSea! https://t.co/EXkq0VIu5U via @opensea',b'duckmillionNFT',b'Emirados \xc3\x81rabes Unidos'
2022-05-07 15:34:07,"b""Haven't seen a single arbitrum NFT collection that wasn't a good buy.\n\n@DiamondPepes Gen2 should do well. https://t.co/fMFDvNt59s""",b'Tervon_2020',b''
2022-05-07 15:34:06,b'@krumjahn @memeland @9gagceo let me win atleast once. never exp that lol \n\nLFG \n\n@Stooormy2 @discarded_nft @Beasty0663',b'Danica_nft',b''
2022-05-07 15:34:06,b'\xf0\x9f\x94\xa5 Free #NFT #Giveaway to All Participants!\n\n\xf0\x9f\xa4\x97 All you have to do is to participate in the #Gleam lottery from the l\xe2\x80\xa6 https://t.co/nNOUzDJsr2',b'BombaxCeiba3',b''
2022-05-07 15:34:06,b'@Drop_Your_NFT_ Sound On \xf0\x9f\x94\x8a\nhttps://t.co/ksIn8uCg0Q',b'Kiarash_baktash',b''
2022-05-07 15:34:05,b'@yourhoperoxy @Machina_NFT @futures_bio @0xpyeongyang Nice.. \xe2\x98\xba\xef\xb8\x8f',b'beatrix71004749',b''
2022-05-07 15:34:05,b'@foxy__nft Always on you notif https://t.co/vD4xt3Uzk0',b'tommy_kagawa',b''
2022-05-07 15:34:05,b'@Andrija11221 @CetsOnCreck @StonedApeCrew @DeGodsNFT @okaybears @Astrals_NFT 100% this project will be BAYC of Sol',b'abhishekkoothur',b'New Delhi'
2022-05-07 15:34:05,b'Check out my new NFT on OpenSea! https://t.co/BRQs4uQgkZ via @opensea',b'_ofem_',b''
2022-05-07 15:34:05,"b""@YouByBFF 'You by BFF' Giveaway is Live (info in Bio) @KrayTrain @jhruth @cryptomessi_nft @Msluna06M\xe2\x80\xa6 https://t.co/YGyoi6t2kq""",b'Erna35000080',b''
2022-05-07 15:34:04,b'@Jmarino_Vfx @Keulmaille_NFT @brunourIi @Kingofmidtown1 @Elti_Art @timriopelle @perry__cooper @shootthismoment\xe2\x80\xa6 https://t.co/7ZtvVKr3Xd',b'IjlalAslam',b'web3'
2022-05-07 15:34:04,b'@LuckyTigers_NFT Letss pump it guyss!!\xf0\x9f\x98\x8e\xf0\x9f\x9a\x80',b'Luna_Pomp',b''
2022-05-07 15:34:03,b'I am so excited to get the AVAX NFT. deBridge\xef\xbc\x8c a great cross-chain project .\n@deBridgeFinance https://t.co/Iwgc6PSRGA',b'wukong360',b''
2022-05-07 15:34:03,b'@TheWeirdos_NFT awesome!\n\n@gkhosts \n@0xKenzie \n@__oojoseph',b'AlvinUmandal',b''
2022-05-07 15:34:03,"b'Hi, show me some dope looking art \xf0\x9f\x98\x8e #NFT #NFTartist  I have some money to spend\xf0\x9f\xa4\x91'",b'JanKowa31207085',b''
2022-05-07 15:34:02,"b""Cet #6073 has been purchased on MagicEden (v2)! \xf0\x9f\x91\x80 \n\nthis rad piece sold for 54.0 SOL (that's $4428.54 USD!!) \n\n#nft https://t.co/hHrGgnBVZo""",b'NFTSaleBot',b''
2022-05-07 15:34:01,b'@TheWeirdos_NFT @pixcy1988 \n@pratapguha \n@Jagannatj3 \n\nGreat Project......... \n\n0x6A91d2e859E45195D1Dc07c0281E8a9c08b9B35b',b'mujaninahi07',b''
2022-05-07 15:34:01,b'@KordonisNFT Wat Sothon Wararam Worawihan Classic. This Temple is no.15 of my 99 temples project. \xf0\x9f\x87\xb9\xf0\x9f\x87\xad\n\nPrice : 0.128\xe2\x80\xa6 https://t.co/30FZgkdLlK',b'ChalermpolLues1',"b'Bangkok, Thailand'"
2022-05-07 15:34:00,b'@NFMS_nft @Nafwyd nice',b'Lex9854',b''
2022-05-07 15:34:00,b'Collapse Rings #712 on @opensea\n\n#NFT #NFTs #openseaNFTs #nftcollector #NFTArt #Art #Abstract #DigitalArt\xe2\x80\xa6 https://t.co/dZFfbH4ByJ',b'straktion',b''
2022-05-07 15:34:00,b'90% of the success in a NFT project is the art itself.\n\n#NFT',b'coindation',b'NY'
2022-05-07 15:33:59,b'This zesty faucet from @_bitcoiner is making me tweet this to claim my free WAX tokens. \xe2\x9a\xa1\n\n@_bitcoiner unlock me 48\xe2\x80\xa6 https://t.co/sx1S2XA7kP',b'WpNp11',b''
2022-05-07 15:33:59,b'@Nftshiil Why not?\nPolygon NFT 1/1\n0.002 WETH\n\nhttps://t.co/8VtoRto10k https://t.co/4665M8UwBC',b'Lillicagolden',b'Brasil'
2022-05-07 15:33:56,"b""Miss #AxieInifinity\xe2\x81\x89 Miss #MoBox\xe2\x81\x89\nMake sure you don't miss @FaceBox.app \xf0\x9f\x92\x8e\nROCKET TO THE MOON \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\n\n#FaceBox #NFT\xe2\x80\xa6 https://t.co/EJ6vu4IZtz""",b'Kylie94167574',b'Republic of the Philippines'
2022-05-07 15:33:56,b'@CryptGem Check out @buckbucknft hot NFT software already built + alpha group https://t.co/Z0tFFizr3U',b'TrentJard',b''
2022-05-07 15:33:55,b'@lizzy_nft @NFTAnalystIG Go go go',b'ditacristianaa',b''
2022-05-07 15:33:55,b'@ibrahimKasumba1 I\xe2\x80\x99m working on something along those lines as we speak \xf0\x9f\x98\x89',b'AlexG_NFT',b'NFT Tracker Template \xe2\x86\x92'
2022-05-07 15:33:54,b'Set a reminder for my upcoming Space! https://t.co/6w1zqtuGFl @BarbaraRedekop @WhaleFamNFT #CRO #crofam #NFT\xe2\x80\xa6 https://t.co/koaqA13Jaa',b'Michael66245843',"b'Nashville, TN'"
2022-05-07 15:33:54,"b'@regu1ardog @WSecretClub_nft @IsekaiMeta Might as well retweet, maybe I win og in isekai \xf0\x9f\x92\x80'",b'CastedOutt',b''
2022-05-07 15:33:54,"b'@NFTsKings Its more then that nft,s price you got...Get lost scammers shameful \xf0\x9f\x98\xa1'",b'ELITAA786',b'Pakistan'
2022-05-07 15:33:54,b'Check out my NFT listing on OpenSea! https://t.co/nfuL3dcKEu via @opensea',b'fujirezastore06',b''
2022-05-07 15:33:54,b'@NFMS_nft @Nafwyd Sweet !',b'Freshyneverwins',b''
2022-05-07 15:33:53,"b'@TheDigitiks isn\xe2\x80\x99t just another nft, it\xe2\x80\x99s a family \xf0\x9f\xa4\x99\xf0\x9f\x8f\xbd'",b'granssterr',b''
2022-05-07 15:33:53,b'@DegenGold My entry sir \xf0\x9f\x99\x8f\xf0\x9f\x98\x8d\n #MemeContest  @DegenGold  #DegenGold\n#NFTCommunity #NFT https://t.co/82YEswQ1aG',b'SUPARJO219',b''
2022-05-07 15:33:53,b'@NFMS_nft @Nafwyd Heat',b'layaismykid',b''
2022-05-07 15:33:53,b'Check out my NFT listing on OpenSea! https://t.co/aCQvSXkIZT via @opensea',b'coldxzeroart',b'Oman'
2022-05-07 15:33:53,b'Silver CyBloc #37246 purchased for 120 BUSD!\n#CyBloc #CyBall #NFT #PlayToEarn #GameFi\n\nhttps://t.co/gTp4Ba0fsf https://t.co/IAJz92S8x8',b'CyBlocSalesBot',b''
2022-05-07 15:33:52,b'@jf_nft Gm jf! Have a great day ahead!',b'ellinsworth',b'Bali'
2022-05-07 15:33:52,b'@NFMS_nft Wow amazing \xf0\x9f\x94\xa5',b'Lavalle33Adrian',b'\xf0\x9f\x87\xb2\xf0\x9f\x87\xbd'
2022-05-07 15:33:52,b'@fuckalota @CryptoKaleo You can get a basic sneaker nft for 1k ish',b'alisun0302',b''
2022-05-07 15:33:52,b'mint link: https://t.co/k73BkFQ1pr\n\n#degen #NFT #NFTGiveaway #SolanaGiveaway #SolanaNFT https://t.co/M8uf3e3avC',b'PixelDogesSOL',b'r/dogelore'
2022-05-07 15:33:52,b'JESUS IS? #099 #NFT #NFTs Only 0.003 $ETH https://t.co/H3WYZTS94p#shiba #Russia #TikTok #SHIBARMY #BAYC #BTC\xe2\x80\xa6 https://t.co/uthVHymuHs',b'StevenJ36989280',b''
2022-05-07 15:33:52,b'NFT whale monitoring by @MetaApesClub\nPUNKS Comic #5377 bought for \xce\x9e0.095 ($261.02) By 0xa7aa4b From 0xbe122b\nAvg P\xe2\x80\xa6 https://t.co/zXZWJ7gxPc',b'AhmedHa57922647',b'California'
2022-05-07 15:33:52,"b'@immortalcatNFT Best project ever , I am very happy to be participating in this project. I hope this project will g\xe2\x80\xa6 https://t.co/ymA0uJvP3f'",b'SexxAvie',b''
2022-05-07 15:33:51,b'Overwatch 2 viewer ship crashed harder than the nft market. LOL. Lmao even.',b'_Styrka',b''
2022-05-07 15:33:51,"b'The ""Crist\xc3\xb3bal Balenciaga: To the Moon"" NFT drop aims to set the standard for Meta-Fashion and empower communities.\xe2\x80\xa6 https://t.co/sIdzfxgFoO'",b'MKaradag1983',b''
2022-05-07 15:33:51,b'@SamuricesNFT I want in !!!\nThanks @RainHeartWisdom for recommending',b'Aizendo_NFT',b'Toronto \xf0\x9f\x8d\x81 '
2022-05-07 15:33:51,b'Hodl tight and DCA guys. @FlokiMooni #Flokimooni #Flokim #NFT #BSC #BSCGems',b'BlxcknGray',b''
2022-05-07 15:33:51,b'@reneziv @Lost_Dogs_NFT Done https://t.co/iJFhDjYfoT',b'KROTOBALAPKW7',b'indonesia'
2022-05-07 15:33:50,b'@Rory_Johnston NFT that!',b'Iris62655179',b''
2022-05-07 15:33:50,b'@jf_nft Sooooooold \nTo the lucky DA7760 \xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\xf0\x9f\xa5\xb3\nThank you very much\n50%off sales go in wallet\nYou collected your first\xe2\x80\xa6 https://t.co/2fV7k9lqzi',b'Bbartdesign4',b''
2022-05-07 15:33:50,b'@NFMS_nft @Nafwyd cool',b'willgetwinns',b''
2022-05-07 15:33:49,"b""If you trade off charts it's quiet right now. \n\nIf you trade off substance it's just another regular day. The proce\xe2\x80\xa6 https://t.co/C0V5OPh4um""",b'TreeSnakeCat',b''
2022-05-07 15:33:49,"b""News | Coinbase's NFT Marketplace Gains Fewer Than 150 Users in First Day Open to Public #nft #Coinbase\n\nhttps://t.co/X3TQlyZOKw""",b'xilinjie2017',b''
2022-05-07 15:33:49,b'@BannyBruno @GGP_NFT Done https://t.co/xHHoRMFz4p',b'dianny22232425',b''
2022-05-07 15:33:49,b'@QUnft @cryptobyls @deadzNFT @poodlepop_nft Gn sweetheart \xf0\x9f\x92\x96\xf0\x9f\x92\x96\xf0\x9f\x92\x96',b'MetaVixensNFT',b'Metaverse'
2022-05-07 15:33:49,b'Check out my NFT listing on OpenSea! https://t.co/kRFH29nMCj via @opensea \n@FF_Fan_Art @asgardtek @AdeKrypto\xe2\x80\xa6 https://t.co/MgG2lC2JGt',b'Mavs_0317',b''
2022-05-07 15:33:48,b'@lizzy_nft @NFTAnalystIG Wish me luck',b'ditacristianaa',b''
2022-05-07 15:33:48,"b""@CryptoFeather_ @BarackObamaGems Don't miss it\xf0\x9f\x92\xaf\xf0\x9f\x92\xaf\nMETA GALAXY NFT AND METAVERSE PROJECT:\n\xf0\x9f\x8c\x96Fairlaunch today  4:00Pm u\xe2\x80\xa6 https://t.co/rxpgvv9sDy""",b'horshibaba',"b'Lagos, Nigeria'"
2022-05-07 15:33:48,b'@DegenGold My entry sir \xf0\x9f\x99\x8f\xf0\x9f\x98\x8d\n #MemeContest  @DegenGold  #DegenGold\n#NFTCommunity #NFT https://t.co/T9DE37Bcgk',b'SUPARJO219',b''
2022-05-07 15:33:48,b'@promo_nft_ Sound On \xf0\x9f\x94\x8a\nhttps://t.co/ksIn8ukECg',b'Kiarash_baktash',b''
2022-05-07 15:33:48,"b'Warrior Game aims to achieve a breakthrough from GameFi 1.0 to GameFi 2.0 to solve the performance, security and su\xe2\x80\xa6 https://t.co/6hOCqYaRfa'",b'MdRobiulhaque12',b''
2022-05-07 15:33:48,b'@ghooost0x2a @avril15NFT @Leopardslunch_ @StudioIrida @meowgress @madison_nft @psychedemon Wow thank you ghosty!! \xf0\x9f\x92\x96\xf0\x9f\x92\x96\xf0\x9f\x92\x96',b'youareinmymovie',b''
2022-05-07 15:33:48,b'Silver CyBloc #37246 purchased for 120 BUSD!\n#CyBloc #CyBall #NFT #PlayToEarn #GameFi\n\nhttps://t.co/gTp4Ba0fsf https://t.co/PI60ihBD3s',b'CyBlocSalesBot',b''
2022-05-07 15:33:48,b'@jf_nft Gm jf joon',b'SariraMerikhi',b''
2022-05-07 15:33:47,b'@DegenGold My entry sir \xf0\x9f\x99\x8f\xf0\x9f\x98\x8d\n #MemeContest  @DegenGold  #DegenGold\n#NFTCommunity #NFT https://t.co/a3cDXWxX1L',b'SUPARJO219',b''
2022-05-07 15:33:47,b'@WODYG_NFT Aww thank you so much\xf0\x9f\xa5\xb0\xf0\x9f\xa6\x96\xf0\x9f\x99\x8f',b'BigDeebook',b'Amphoe Sattahip'
2022-05-07 15:33:47,b'@TheSillyArtColl @BubbleFriendNFT @AyemYou1 @GANartNFT @Fluffworlds @gaia_crypt @wicx_nft @weednelious\xe2\x80\xa6 https://t.co/FWeYcdjDSi',b'HappyDino_eth',b'Metaverse'
2022-05-07 15:33:46,"b'@archmorley @paranoidhill @adhd143 @lucianaguerraok @exchgART @kaa_nft love to see it, you are all incredible inspirations!'",b'_ryab666',b'here'
2022-05-07 15:33:46,b'Behind the land of MOMOmania floats an undiscovered universe that longs to be discovered and inhabited by Unique Av\xe2\x80\xa6 https://t.co/6YekLbjLNt',b'ahmadolyan3',b''
2022-05-07 15:33:46,b'\xe2\x9c\x8c\xef\xb8\x8fFREE Random  @MalfoysOwl #NFT \n GIVEAWAY\xf0\x9f\x8e\x81\n\nTo win:\n1. Follow : @MalfoysOwl\xf0\x9f\xa6\x89\n2. Like &amp; Retweet\n3. Drop your $ETH w\xe2\x80\xa6 https://t.co/DJ1LbgKGZd',b'MalfoysOwl',b''
2022-05-07 15:33:46,"b""@TokyoWhiteInt Thanks a lot!! Yeah we're trying to cover all bases... growing bit by bit!""",b'ledfut_nft',b''
2022-05-07 15:33:46,"b'@deezy_BTC Saving my ADA for @GullsCNFT that are minting next weekend, May 14th!   #SaltySeagulls #LFGull #Gulls\xe2\x80\xa6 https://t.co/E0tAbinMCu'",b'SpaceTheAce74',b'Gull Island'
2022-05-07 15:33:45,b'@ahmetaslan_nft And you are welcome! Nice work! I like!',b'TheArtistEvie',"b'London, England'"
2022-05-07 15:33:45,b'@WSecretClub_nft @IsekaiMeta And the next one \xf0\x9f\xa7\xbf\n@elonmusk\n \n@TomBrady\n \n@neymarjr\n \nTagging my VC gang \xf0\x9f\x98\x8e',b'DuncanWalton9',b''
2022-05-07 15:33:44,b'@NFMS_nft @Nafwyd Less foo ww',b'krumbneverwins',b'ask ur mom'
2022-05-07 15:33:44,b'@0805Art PFP NFT Project.2 \n[0805Bongsan] on @opensea\n\xe2\x80\xbc\xef\xb8\x8f COMING SOON \xe2\x80\xbc\xef\xb8\x8f\n.\nMalddugi mask of the traditional Korean B\xe2\x80\xa6 https://t.co/zg6geHrq2X',b'0805Art',b''
2022-05-07 15:33:44,"b""@youareinmymovie it's beautiful""",b'NotDolls_nft',b''
2022-05-07 15:33:44,b'You may purchase my Punkaaa NFT on Rarible now https://t.co/InYXIrUyeV #rarible #flow #nonfungible #digitalasset #nft via @rarible',b'CreativeRace1',b''
2022-05-07 15:33:43,b'@NFMS_nft @Nafwyd cool',b'Karl72663',b''
2022-05-07 15:33:42,"b""@psikoape Let me quickly tell you about the #PassiveKeys NFT. It's a #Solana based #NFT project from @PassiveKeys t\xe2\x80\xa6 https://t.co/tV5ayenNvw""",b'learnfromcrypto',b'Crypto Universe'
2022-05-07 15:33:42,b'@DeadFreaksNFT Has anyone tried to traverse this nft to the other mesh?',b'xnftbox',b''
2022-05-07 15:33:42,b'Let\xe2\x80\x99s talk about u\n\nRetweet &amp; join \n\nProudly I\xe2\x80\x99m cohost of\n@_WeAreEternal_ \nWith \n@koshesalayi \n\n#NFT\n\n https://t.co/xliotFoWOc',b'AghaeeMariam',b''
2022-05-07 15:33:42,b'@DegenGold My entry sir \xf0\x9f\x99\x8f\xf0\x9f\x98\x8d\n #MemeContest  @DegenGold  #DegenGold\n#NFTCommunity #NFT https://t.co/4u0VlDL0Vd',b'SUPARJO219',b''
2022-05-07 15:33:42,"b'Aside from making NFT, what do you do for a living?'",b'HayateKiruzama',b''
2022-05-07 15:33:42,b'Sold for 22 ALGO! https://t.co/rkbolCv8ng #NFT #Algorand $GEMS https://t.co/o1UF5tav7u',b'AlgogemsSales',b''
2022-05-07 15:33:42,b'@AlphaWhalesNFTs When the remainder it the crypto against as the crypto become to NFT involves',b'cryptos45777351',b''
2022-05-07 15:33:41,b'@pillow_nft Yes so dreamy \xe2\x9c\xa8',b'Alehalejandraaa',b''
2022-05-07 15:33:41,b'Silver CyBloc #37246 purchased for 120 BUSD!\n#CyBloc #CyBall #NFT #PlayToEarn #GameFi\n\nhttps://t.co/gTp4Ba0fsf https://t.co/sTfiBCUwsP',b'CyBlocSalesBot',b''
2022-05-07 15:33:41,"b'Drop your NFT im buying from my \xf0\x9f\x91\x87Followers\xf0\x9f\x91\x87. Drop your favorite nft, i love nft\xf0\x9f\x93\x9e'",b'Nftshiil',"b'Mexico City, Mexico'"
2022-05-07 15:33:40,"b""@altswitchglobal BUY &amp; SELL TAX 14%\n\xf0\x9f\x92\xb0 8% Go back to Holder's; if you think about it, we only pay 6%. But that\xe2\x80\x99s  6%\xe2\x80\xa6 https://t.co/IcaIYD8EMR""",b'Simarlo2',"b'Alaska, USA'"
2022-05-07 15:33:40,b'VoxStories #27 - Lost Raiders\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n#nft #voxelart #conceptart #magicavoxel #voxel #voxels #thesandbox #conceptual\xe2\x80\xa6 https://t.co/kH9WF3QxzN',b'VoxStories',b''
2022-05-07 15:33:40,"b'@RaritySniperNFT One of the unique NFT so far is @TheBeatBots , good art and nice community for sure! #BeatBots\xe2\x80\xa6 https://t.co/XCQkp4jsze'",b'zuifer',b''
2022-05-07 15:33:40,b'@Katatonik_nft Amazing',b'roopsNFT',b''
2022-05-07 15:33:40,b'@NakedZnft @Elip32_Nft @SwirlOne Incredible work friend! Top shelf ur up there with my boy @rafflez',b'StrapOn5150',b'$MONGNATION'
2022-05-07 15:33:39,b'@MetaZork_nft @ChrismNFT @TheNextWar Shooter Game inspired by #CallofDuty in-game footage teaser released\xf0\x9f\x94\xa5\n#NFT sho\xe2\x80\xa6 https://t.co/MSELZY25Jo',b'd_blueassassin',b''
2022-05-07 15:33:39,b'@NFMS_nft Noice',b'SavarSinghal',b''
2022-05-07 15:33:39,b'@EverRise Waiting impatiently to accumulate a certain target amount of $RISE and claim it. Then stake it for 36 mon\xe2\x80\xa6 https://t.co/qcceC5HbnJ',b'DeFi_Riot',b''
2022-05-07 15:33:38,b'@Murat_ilhan_NFT @Giga_Chad_Pepe @opensea Thank you \xf0\x9f\x92\x99\xf0\x9f\x92\x99',b'idlemanofficial',b''
2022-05-07 15:33:38,b'@calvinbecerra @9999solana Dope! -\xf0\x9f\xab\xb6\xf0\x9f\x8f\xbc Cets on Creck Jr. Mod https://t.co/RkAzuQX3MT',b'NFT_M0D',b'Solana Streets'
2022-05-07 15:33:38,b'@sougenco @GoodBunny_NFT AndreaC93799596 @clauld6ia @martinez_mar7',b'FenixOrtiz14',b'hebei'
2022-05-07 15:33:38,b'@NFT_Enterprise @souzfusion Nice',b'Mostafa38794406',b'Earth'
2022-05-07 15:33:37,b'@Moonsie_NFT @FlipprTool @J777Crypto @darwin_nft Amazing comunity @TeraMack7 @udden103 @Bryan2Glover @AsfiunRahmin @lleceniabylyfn1 .',b'IoeaaN',b''
2022-05-07 15:33:37,b'@NFT_Nums @Smoke_NFT Congratulations',b'mustbewicked',b''
2022-05-07 15:33:36,b'@SIC_NFT Good project \n@AnayaFa987654\n@azamkha02756275\n@Blogs3Info',b'MiraalFatima15',b''
2022-05-07 15:33:36,b'@Moonsie_NFT @FlipprTool @J777Crypto @darwin_nft best project in the nft space @quinn_harger @BarrettValverd4\xe2\x80\xa6 https://t.co/IkrIeqJZ1u',b'IoezyI',b''
2022-05-07 15:33:36,b'@pineapplebarrel @citsacrasx @NFTYKEYS @FOXTROT_NFT @Setasam_ it was a joke please have mercy https://t.co/drhyJwsptk',b'manifesto_nft',b''
2022-05-07 15:33:36,b'Silver CyBloc #37246 purchased for 120 BUSD!\n#CyBloc #CyBall #NFT #PlayToEarn #GameFi\n\nhttps://t.co/gTp4Ba0fsf https://t.co/YNO1rUA2g2',b'CyBlocSalesBot',b''
2022-05-07 15:33:36,b'@9tales_NFT @MoonLanderzNFT lets show some love fam @gkaradim4 @riokard @mikefteski @Antonis_Marka @PanagisKarydas',b'dcp_eth',b''
2022-05-07 15:33:35,"b'@defianceworks @GrantYun2 Thanks for the encouragement again, \nIt\xe2\x80\x99s an honour for me touching this artifact, makes\xe2\x80\xa6 https://t.co/Yvt0h1rGg2'",b'Salvamea_nft',b'Turntables'
2022-05-07 15:33:35,"b'@_bassen_ Imagine if, they did a ML (enough nfts for each minter, so no need to gas war).\nYou would have 55k ETH mo\xe2\x80\xa6 https://t.co/ARyGDUXO5t'",b'CleanBeanNFT',b''
2022-05-07 15:33:35,b'@OxVodnik @sartoshi_nft @unofficialmfers Welcome!!!',b'NFT_Chen',b'Sydney'
2022-05-07 15:33:34,b'@lotta_NFT Done',b'536Gil',b''
2022-05-07 15:33:34,b'@NFMS_nft @wCxxn Yooo looks \xf0\x9f\x94\xa5',b'ggldn',b'my house'
2022-05-07 15:33:34,b'@APICNFT @BTCRicher #NFT done \xe2\x9c\x85 hoping\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x99\x8f',b'cathy23307932',b''
2022-05-07 15:33:34,b'@NFT_Maniacz @DeezNutzNFT That looks awesome!!! He is ready to go to the MoOn and BeYOnd!!!!  \xf0\x9f\x9a\x80\xf0\x9f\x98\x82\xf0\x9f\x98\xb3',b'VappsCreations',"b'Pennsylvania, USA'"
2022-05-07 15:33:33,b'@adrianchli Just look at this absolutely unique #NFT project 1/1Discord: https://t.co/yTkB6gkZdo . ok https://t.co/6j3RJ4xpkX',b'Pogon02665703',b''
2022-05-07 15:33:33,b'@DoctorPlaneta Yes sir!\nPolygon NFT 1/1\n0.002 WETH\n\nhttps://t.co/8VtoRto10k https://t.co/kBQs4PXoB3',b'Lillicagolden',b'Brasil'
2022-05-07 15:33:33,"b'@pokemo_nft The project supported by experienced and highly qualified team, which in my opinion is able to bring th\xe2\x80\xa6 https://t.co/rOVwXPWSRI'",b'Aga12tw',b''
2022-05-07 15:33:33,b'Somthing great is coming \n#nft #NFTs #NFTCommumity #opensea #OpenSeaNFT https://t.co/kDFOx4lEG9',b'ReyanshNft',b''
2022-05-07 15:33:32,b'@nft_Vis @jacobgoldart \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbc Thanks for the kind words!',b'GuidoDisalle',"b'Toronto, Ontario'"
2022-05-07 15:33:32,b'@BrotherHoodGems @hololoot The Bitcoin Whale NFT looks so good From Hololoot they are definitely working hard and g\xe2\x80\xa6 https://t.co/RGlnHnQK7F',b'iamskreal',b''
2022-05-07 15:33:31,"b'Quiet Boy. 0.1 E. \nOrphaned children fleeing war. They have no one but each other. Bad days, good days, every momen\xe2\x80\xa6 https://t.co/JXXne0Qt6Q'",b'techtomi_nft',b''
2022-05-07 15:33:31,b'Interested in the work?\nYou can order one on OpenSea\nhttps://t.co/I1KMQIMD0W via @opensea \n#NFTCollection #opensea\xc2\xa0\xe2\x80\xa6 https://t.co/LONPYyF1tu',b'blacksweets_p',b'\xe6\x9d\xb1\xe4\xba\xac\xe9\x83\xbd'
2022-05-07 15:33:31,b'@NealSualog @Wicked_Mfers @dustydude42079 @TiTs_JaCkEd @theFlame786 wow what an amazing project. I hope to get this\xe2\x80\xa6 https://t.co/tzbegE9YD1',b'candramulyono4',b''
2022-05-07 15:33:30,b'@OfficialWAYC This is wonderful project guys\nThree free whitelist spots up for grabs\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\n@drop_community\xe2\x80\xa6 https://t.co/P2eenD0F1V',b'daniennix',b'Ilorin'
2022-05-07 15:33:30,b'Silver CyBloc #37246 purchased for 120 BUSD!\n#CyBloc #CyBall #NFT #PlayToEarn #GameFi\n\nhttps://t.co/gTp4Ba0fsf https://t.co/7drQUKiARC',b'CyBlocSalesBot',b''
2022-05-07 15:33:30,b'@Fizen_CryptoApp This is an Unique and Impressive Project.this is one of the best projects out there Without a doub\xe2\x80\xa6 https://t.co/tWABt99yax',b'Emon366336',"b'Narayanganj, Bangladesh'"
2022-05-07 15:33:30,b'@LayahHeilpern Not an NFT tho\n\xf0\x9f\xab\x91PIEME \nPieme is a platform that allows people to turn their homes into part-time res\xe2\x80\xa6 https://t.co/Pfz09wpBQe',b'MiclanB',b''
2022-05-07 15:33:30,b'@NFTShillMachine Look at the roadmap of this NFT its promising\n@aikonft \n#NFT #SOL #OPENSEA https://t.co/VhfM1L786l',b'Baby11581835',b''
2022-05-07 15:33:29,b'@NFMS_nft Fireeeee',b'Userzneverwins',b''
2022-05-07 15:33:29,b'@jf_nft Happy weekend\xf0\x9f\xa4\x8d\xf0\x9f\x99\x8c',b'kris_kuv',b''
2022-05-07 15:33:29,"b'@badmfer_nft 28 mfers , 2 moonbirds'",b'mfers_moonbirds',b'Moon'
2022-05-07 15:33:29,b'@YouByBFF Get your Free BFF PFP - read Bio @Todogg_nft @GarnetHuskey @AbaR44391850 @jonathanhaswell @NFT__Richy\xe2\x80\xa6 https://t.co/12Gd4WWh00',b'Delores44463788',b''
2022-05-07 15:33:28,b'@DegenGold My entry sir \xf0\x9f\x99\x8f\xf0\x9f\x98\x8d\n #MemeContest  @DegenGold  #DegenGold\n#NFTCommunity #NFT https://t.co/fWCSPbHR8k',b'SUPARJO219',b''
2022-05-07 15:33:28,b'Words can\xe2\x80\x99t even describe how insane the upcoming NFT pump will be',b'thprplbear_',b''
2022-05-07 15:33:28,b'@WhaleEverything Next big token will be $UNQ \xf0\x9f\xa4\xa9\n\n@Unique_NFTchain have been developing a great work on the #NFT spac\xe2\x80\xa6 https://t.co/lTux1DTBGw',b'50kBtc',b''
2022-05-07 15:33:27,b'@NFMS_nft amazing',b'btssapph',b''
2022-05-07 15:33:27,b'Selling my gem \xf0\x9f\xa7\x9f\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f\xf0\x9f\x99\x8fI really need the money\xe2\x80\xa6so sad https://t.co/hSWotfRMYG https://t.co/XaEGNdBGii',b'BozhidarKalamov',b''
2022-05-07 15:33:26,"b'@Tochi_frens They must be sleeping yours?\n\nNo sales on @StashhApp for a couple of months, starting to think I am do\xe2\x80\xa6 https://t.co/jbuwGMh4tk'",b'CryptoCuddler',b'Be Like Water My Friend'
2022-05-07 15:33:26,b'@Crypto_GA_Arena @SBR_nft The amazing projects higher level \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\nThe growth increase level future projects https://t.co/fSXzrIxLXd',b'Disa_Royy',b''
2022-05-07 15:33:26,b'@Sharkanator1026 @nanoverseHQ @GT3NFT @veezyvangogh @Yuri_ramen @reicannon @kekwin7 @EnmakeX @sadnessdoesNFTs\xe2\x80\xa6 https://t.co/uN6I5gl7UH',b'iamsepah',b'United Kingdom'
